Период;ID должности;Табельный номер;Город;Должность;ФИО;Месяц;Регион;Федеральный округ;Месяцев_поиска
2023-05-01;1853;3054;Волоколамск;начальник отдела;Корнеев О.;2023-05;Московская обл.;ЦФО;5
2023-01-01;1854;3055;Бронницы;директор;Петров К.;2023-01;Московская обл.;ЦФО;1
2023-02-01;1854;3055;Бронницы;директор;Петров К.;2023-02;Московская обл.;ЦФО;2
2023-03-01;1854;3055;Бронницы;директор;Петров К.;2023-03;Московская обл.;ЦФО;3
2023-04-01;1854;3055;Бронницы;директор;Петров К.;2023-04;Московская обл.;ЦФО;4
2023-05-01;1854;3055;Бронницы;директор;Петров К.;2023-05;Московская обл.;ЦФО;5
2023-01-01;1855;3056;Пихтулино;заместитель управляющего операционным офисом;Петров Л.;2023-01;Чувашская Республика;ПФО;1
2023-02-01;1855;3056;Пихтулино;заместитель управляющего операционным офисом;Петров Л.;2023-02;Чувашская Республика;ПФО;2
2023-03-01;1855;3056;Пихтулино;заместитель управляющего операционным офисом;Петров Л.;2023-03;Чувашская Республика;ПФО;3
2023-04-01;1855;3056;Пихтулино;заместитель управляющего операционным офисом;Петров Л.;2023-04;Чувашская Республика;ПФО;4
2023-05-01;1855;3056;Пихтулино;заместитель управляющего операционным офисом;Петров Л.;2023-05;Чувашская Республика;ПФО;5
2023-01-01;1856;3057;Иваново;управляющий директор;Сергеев Г.;2023-01;Ивановская обл.;ЦФО;1
2023-02-01;1856;3057;Иваново;управляющий директор;Сергеев Г.;2023-02;Ивановская обл.;ЦФО;2
2023-03-01;1856;3057;Иваново;управляющий директор;Сергеев Г.;2023-03;Ивановская обл.;ЦФО;3
2023-04-01;1856;3057;Иваново;управляющий директор;Сергеев Г.;2023-04;Ивановская обл.;ЦФО;4
2023-05-01;1856;3057;Иваново;управляющий директор;Сергеев Г.;2023-05;Ивановская обл.;ЦФО;5
2023-01-01;1857;3058;Придорожный;менеджер;Бобров Д.;2023-01;Самарская обл.;ПФО;1
2023-02-01;1857;3058;Придорожный;менеджер;Бобров Д.;2023-02;Самарская обл.;ПФО;2
2023-03-01;1857;3058;Придорожный;менеджер;Бобров Д.;2023-03;Самарская обл.;ПФО;3
2023-04-01;1857;3058;Придорожный;менеджер;Бобров Д.;2023-04;Самарская обл.;ПФО;4
2023-05-01;1857;3058;Придорожный;менеджер;Бобров Д.;2023-05;Самарская обл.;ПФО;5
2023-01-01;1858;3059;Артем;ведущий специалист;Селезнев О.;2023-01;Приморский край;ДФО;1
2023-02-01;1858;3059;Артем;ведущий специалист;Селезнев О.;2023-02;Приморский край;ДФО;2
2023-03-01;1858;3059;Артем;ведущий специалист;Селезнев О.;2023-03;Приморский край;ДФО;3
2023-04-01;1858;3059;Артем;ведущий специалист;Селезнев О.;2023-04;Приморский край;ДФО;4
2023-05-01;1858;3059;Артем;ведущий специалист;Селезнев О.;2023-05;Приморский край;ДФО;5
2023-01-01;1859;3060;Салават;эксперт;Селезнев Б.;2023-01;Респ. Башкортостан;ПФО;1
2023-02-01;1859;3060;Салават;эксперт;Селезнев Б.;2023-02;Респ. Башкортостан;ПФО;2
2023-03-01;1859;3060;Салават;эксперт;Селезнев Б.;2023-03;Респ. Башкортостан;ПФО;3
2023-04-01;1859;3060;Салават;эксперт;Селезнев Б.;2023-04;Респ. Башкортостан;ПФО;4
2023-05-01;1859;3060;Салават;эксперт;Селезнев Б.;2023-05;Респ. Башкортостан;ПФО;5
2023-01-01;1860;3061;Ртищево;управляющий директор - начальник отдела;Петров Я.;2023-01;Саратовская обл.;ПФО;1
2023-02-01;1860;3061;Ртищево;управляющий директор - начальник отдела;Петров Я.;2023-02;Саратовская обл.;ПФО;2
2023-03-01;1860;3061;Ртищево;управляющий директор - начальник отдела;Петров Я.;2023-03;Саратовская обл.;ПФО;3
2023-04-01;1860;3061;Ртищево;управляющий директор - начальник отдела;Петров Я.;2023-04;Саратовская обл.;ПФО;4
2023-05-01;1860;3061;Ртищево;управляющий директор - начальник отдела;Петров Я.;2023-05;Саратовская обл.;ПФО;5
2023-01-01;1861;3062;Шадринск;офис-менеджер;Корнеев Я.;2023-01;Курганская обл.;УФО;1
2023-02-01;1861;3062;Шадринск;офис-менеджер;Корнеев Я.;2023-02;Курганская обл.;УФО;2
2023-03-01;1861;3062;Шадринск;офис-менеджер;Корнеев Я.;2023-03;Курганская обл.;УФО;3
2023-04-01;1861;3062;Шадринск;офис-менеджер;Корнеев Я.;2023-04;Курганская обл.;УФО;4
2023-05-01;1861;3062;Шадринск;офис-менеджер;Корнеев Я.;2023-05;Курганская обл.;УФО;5
2023-01-01;1862;3063;Елабуга;заместитель управляющего операционным офисом;Иванов В.;2023-01;Респ. Татарстан;ПФО;1
2023-02-01;1862;3063;Елабуга;заместитель управляющего операционным офисом;Иванов В.;2023-02;Респ. Татарстан;ПФО;2
2023-03-01;1862;3063;Елабуга;заместитель управляющего операционным офисом;Иванов В.;2023-03;Респ. Татарстан;ПФО;3
2023-04-01;1862;3063;Елабуга;заместитель управляющего операционным офисом;Иванов В.;2023-04;Респ. Татарстан;ПФО;4
2023-05-01;1862;3063;Елабуга;заместитель управляющего операционным офисом;Иванов В.;2023-05;Респ. Татарстан;ПФО;5
2023-01-01;1863;3064;Тарко-Сале;главный менеджер эквайринга;Селезнев Р.;2023-01;Ямало-Ненецкий АО;УФО;1
2023-02-01;1863;3064;Тарко-Сале;главный менеджер эквайринга;Селезнев Р.;2023-02;Ямало-Ненецкий АО;УФО;2
2023-03-01;1863;3064;Тарко-Сале;главный менеджер эквайринга;Селезнев Р.;2023-03;Ямало-Ненецкий АО;УФО;3
2023-04-01;1863;3064;Тарко-Сале;главный менеджер эквайринга;Селезнев Р.;2023-04;Ямало-Ненецкий АО;УФО;4
2023-05-01;1863;3064;Тарко-Сале;главный менеджер эквайринга;Селезнев Р.;2023-05;Ямало-Ненецкий АО;УФО;5
2023-01-01;1864;3065;Ангарск;офис-менеджер;Селезнев Н.;2023-01;Иркутская обл.;СФО;1
2023-02-01;1864;3065;Ангарск;офис-менеджер;Селезнев Н.;2023-02;Иркутская обл.;СФО;2
2023-03-01;1864;3065;Ангарск;офис-менеджер;Селезнев Н.;2023-03;Иркутская обл.;СФО;3
2023-04-01;1864;3065;Ангарск;офис-менеджер;Селезнев Н.;2023-04;Иркутская обл.;СФО;4
2023-05-01;1864;3065;Ангарск;офис-менеджер;Селезнев Н.;2023-05;Иркутская обл.;СФО;5
2023-01-01;1865;3066;Биробиджан;управляющий директор;Иванов И.;2023-01;Еврейская АО;ДФО;1
2023-02-01;1865;3066;Биробиджан;управляющий директор;Иванов И.;2023-02;Еврейская АО;ДФО;2
2023-03-01;1865;3066;Биробиджан;управляющий директор;Иванов И.;2023-03;Еврейская АО;ДФО;3
2023-04-01;1865;3066;Биробиджан;управляющий директор;Иванов И.;2023-04;Еврейская АО;ДФО;4
2023-05-01;1865;3066;Биробиджан;управляющий директор;Иванов И.;2023-05;Еврейская АО;ДФО;5
2023-01-01;1866;3067;Усть-Кут;заместитель управляющего операционным офисом;Петров З.;2023-01;Иркутская обл.;СФО;1
2023-02-01;1866;3067;Усть-Кут;заместитель управляющего операционным офисом;Петров З.;2023-02;Иркутская обл.;СФО;2
2023-03-01;1866;3067;Усть-Кут;заместитель управляющего операционным офисом;Петров З.;2023-03;Иркутская обл.;СФО;3
2023-04-01;1866;3067;Усть-Кут;заместитель управляющего операционным офисом;Петров З.;2023-04;Иркутская обл.;СФО;4
2023-05-01;1866;3067;Усть-Кут;заместитель управляющего операционным офисом;Петров З.;2023-05;Иркутская обл.;СФО;5
2023-01-01;1867;3068;Истра;главный персональный менеджер;Селезнев Ж.;2023-01;Московская обл.;ЦФО;1
2023-02-01;1867;3068;Истра;главный персональный менеджер;Селезнев Ж.;2023-02;Московская обл.;ЦФО;2
2023-03-01;1867;3068;Истра;главный персональный менеджер;Селезнев Ж.;2023-03;Московская обл.;ЦФО;3
2023-04-01;1867;3068;Истра;главный персональный менеджер;Селезнев Ж.;2023-04;Московская обл.;ЦФО;4
2023-05-01;1867;3068;Истра;главный персональный менеджер;Селезнев Ж.;2023-05;Московская обл.;ЦФО;5
2023-01-01;1868;3069;Владикавказ;главный менеджер счета;Сергеев Л.;2023-01;Респ. Северная Осетия - Алания;СКФО;1
2023-02-01;1868;3069;Владикавказ;главный менеджер счета;Сергеев Л.;2023-02;Респ. Северная Осетия - Алания;СКФО;2
2023-03-01;1868;3069;Владикавказ;главный менеджер счета;Сергеев Л.;2023-03;Респ. Северная Осетия - Алания;СКФО;3
2023-04-01;1868;3069;Владикавказ;главный менеджер счета;Сергеев Л.;2023-04;Респ. Северная Осетия - Алания;СКФО;4
2023-05-01;1868;3069;Владикавказ;главный менеджер счета;Сергеев Л.;2023-05;Респ. Северная Осетия - Алания;СКФО;5
2023-01-01;1869;3070;Завитинск;главный менеджер по привлечению корпоративных клиентов;Петров И.;2023-01;Амурская обл.;ДФО;1
2023-02-01;1869;3070;Завитинск;главный менеджер по привлечению корпоративных клиентов;Петров И.;2023-02;Амурская обл.;ДФО;2
2023-03-01;1869;3070;Завитинск;главный менеджер по привлечению корпоративных клиентов;Петров И.;2023-03;Амурская обл.;ДФО;3
2023-04-01;1869;3070;Завитинск;главный менеджер по привлечению корпоративных клиентов;Петров И.;2023-04;Амурская обл.;ДФО;4
2023-05-01;1869;3070;Завитинск;главный менеджер по привлечению корпоративных клиентов;Петров И.;2023-05;Амурская обл.;ДФО;5
2023-01-01;1870;3071;Ставрополь;директор;Корнеев Г.;2023-01;Ставропольский край;СКФО;1
2023-02-01;1870;3071;Ставрополь;директор;Корнеев Г.;2023-02;Ставропольский край;СКФО;2
2023-03-01;1870;3071;Ставрополь;директор;Корнеев Г.;2023-03;Ставропольский край;СКФО;3
2023-04-01;1870;3071;Ставрополь;директор;Корнеев Г.;2023-04;Ставропольский край;СКФО;4
2023-05-01;1870;3071;Ставрополь;директор;Корнеев Г.;2023-05;Ставропольский край;СКФО;5
2023-01-01;1871;3072;Верхняя Салда;главный клиентский менеджер розничного бизнеса;Петров П.;2023-01;Свердловская обл.;УФО;1
2023-02-01;1871;3072;Верхняя Салда;главный клиентский менеджер розничного бизнеса;Петров П.;2023-02;Свердловская обл.;УФО;2
2023-03-01;1871;3072;Верхняя Салда;главный клиентский менеджер розничного бизнеса;Петров П.;2023-03;Свердловская обл.;УФО;3
2023-04-01;1871;3072;Верхняя Салда;главный клиентский менеджер розничного бизнеса;Петров П.;2023-04;Свердловская обл.;УФО;4
2023-05-01;1871;3072;Верхняя Салда;главный клиентский менеджер розничного бизнеса;Петров П.;2023-05;Свердловская обл.;УФО;5
2023-01-01;1872;3073;Димитровград;директор;Корнеев Т.;2023-01;Ульяновская обл.;ПФО;1
2023-02-01;1872;3073;Димитровград;директор;Корнеев Т.;2023-02;Ульяновская обл.;ПФО;2
2023-03-01;1872;3073;Димитровград;директор;Корнеев Т.;2023-03;Ульяновская обл.;ПФО;3
2023-04-01;1872;3073;Димитровград;директор;Корнеев Т.;2023-04;Ульяновская обл.;ПФО;4
2023-05-01;1872;3073;Димитровград;директор;Корнеев Т.;2023-05;Ульяновская обл.;ПФО;5
2023-01-01;1873;3074;Петропавловск-Камчатский;управляющий директор - начальник отдела;Петров Г.;2023-01;Камчатский край;ДФО;1
2023-02-01;1873;3074;Петропавловск-Камчатский;управляющий директор - начальник отдела;Петров Г.;2023-02;Камчатский край;ДФО;2
2023-03-01;1873;3074;Петропавловск-Камчатский;управляющий директор - начальник отдела;Петров Г.;2023-03;Камчатский край;ДФО;3
2023-04-01;1873;3074;Петропавловск-Камчатский;управляющий директор - начальник отдела;Петров Г.;2023-04;Камчатский край;ДФО;4
2023-05-01;1873;3074;Петропавловск-Камчатский;управляющий директор - начальник отдела;Петров Г.;2023-05;Камчатский край;ДФО;5
2023-01-01;1874;3075;Ангарск;главный менеджер эквайринга;Селезнев Л.;2023-01;Иркутская обл.;СФО;1
2023-02-01;1874;3075;Ангарск;главный менеджер эквайринга;Селезнев Л.;2023-02;Иркутская обл.;СФО;2
2023-03-01;1874;3075;Ангарск;главный менеджер эквайринга;Селезнев Л.;2023-03;Иркутская обл.;СФО;3
2023-04-01;1874;3075;Ангарск;главный менеджер эквайринга;Селезнев Л.;2023-04;Иркутская обл.;СФО;4
2023-05-01;1874;3075;Ангарск;главный менеджер эквайринга;Селезнев Л.;2023-05;Иркутская обл.;СФО;5
2023-01-01;1875;3076;Междуреченский;главный менеджер счета;Сергеев Д.;2023-01;Ханты-Мансийский Автономный округ - Югра;УФО;1
2023-02-01;1875;3076;Междуреченский;главный менеджер счета;Сергеев Д.;2023-02;Ханты-Мансийский Автономный округ - Югра;УФО;2
2023-03-01;1875;3076;Междуреченский;главный менеджер счета;Сергеев Д.;2023-03;Ханты-Мансийский Автономный округ - Югра;УФО;3
2023-04-01;1875;3076;Междуреченский;главный менеджер счета;Сергеев Д.;2023-04;Ханты-Мансийский Автономный округ - Югра;УФО;4
2023-05-01;1875;3076;Междуреченский;главный менеджер счета;Сергеев Д.;2023-05;Ханты-Мансийский Автономный округ - Югра;УФО;5
2023-01-01;1876;3077;Междуреченский;директор по работе с состоятельными клиентами;Петров М.;2023-01;Ханты-Мансийский Автономный округ - Югра;УФО;1
2023-02-01;1876;3077;Междуреченский;директор по работе с состоятельными клиентами;Петров М.;2023-02;Ханты-Мансийский Автономный округ - Югра;УФО;2
2023-03-01;1876;3077;Междуреченский;директор по работе с состоятельными клиентами;Петров М.;2023-03;Ханты-Мансийский Автономный округ - Югра;УФО;3
2023-04-01;1876;3077;Междуреченский;директор по работе с состоятельными клиентами;Петров М.;2023-04;Ханты-Мансийский Автономный округ - Югра;УФО;4
2023-05-01;1876;3077;Междуреченский;директор по работе с состоятельными клиентами;Петров М.;2023-05;Ханты-Мансийский Автономный округ - Югра;УФО;5
2023-01-01;1877;3078;Минеральные Воды;главный менеджер счета;Селезнев Н.;2023-01;Ставропольский край;СКФО;1
2023-02-01;1877;3078;Минеральные Воды;главный менеджер счета;Селезнев Н.;2023-02;Ставропольский край;СКФО;2
2023-03-01;1877;3078;Минеральные Воды;главный менеджер счета;Селезнев Н.;2023-03;Ставропольский край;СКФО;3
2023-04-01;1877;3078;Минеральные Воды;главный менеджер счета;Селезнев Н.;2023-04;Ставропольский край;СКФО;4
2023-05-01;1877;3078;Минеральные Воды;главный менеджер счета;Селезнев Н.;2023-05;Ставропольский край;СКФО;5
2023-01-01;1878;3079;Кумертау;главный менеджер эквайринга;Иванов К.;2023-01;Респ. Башкортостан;ПФО;1
2023-02-01;1878;3079;Кумертау;главный менеджер эквайринга;Иванов К.;2023-02;Респ. Башкортостан;ПФО;2
2023-03-01;1878;3079;Кумертау;главный менеджер эквайринга;Иванов К.;2023-03;Респ. Башкортостан;ПФО;3
2023-04-01;1878;3079;Кумертау;главный менеджер эквайринга;Иванов К.;2023-04;Респ. Башкортостан;ПФО;4
2023-05-01;1878;3079;Кумертау;главный менеджер эквайринга;Иванов К.;2023-05;Респ. Башкортостан;ПФО;5
2023-01-01;1879;3080;Сыктывкар;директор по работе с крупными клиентами;Селезнев Л.;2023-01;Респ. Коми;СЗФО;1
2023-02-01;1879;3080;Сыктывкар;директор по работе с крупными клиентами;Селезнев Л.;2023-02;Респ. Коми;СЗФО;2
2023-03-01;1879;3080;Сыктывкар;директор по работе с крупными клиентами;Селезнев Л.;2023-03;Респ. Коми;СЗФО;3
2023-04-01;1879;3080;Сыктывкар;директор по работе с крупными клиентами;Селезнев Л.;2023-04;Респ. Коми;СЗФО;4
2023-05-01;1879;3080;Сыктывкар;директор по работе с крупными клиентами;Селезнев Л.;2023-05;Респ. Коми;СЗФО;5
2023-01-01;1880;3081;Якутск;директор;Корнеев М.;2023-01;Респ. Саха /Якутия/;ДФО;1
2023-02-01;1880;3081;Якутск;директор;Корнеев М.;2023-02;Респ. Саха /Якутия/;ДФО;2
2023-03-01;1880;3081;Якутск;директор;Корнеев М.;2023-03;Респ. Саха /Якутия/;ДФО;3
2023-04-01;1880;3081;Якутск;директор;Корнеев М.;2023-04;Респ. Саха /Якутия/;ДФО;4
2023-05-01;1880;3081;Якутск;директор;Корнеев М.;2023-05;Респ. Саха /Якутия/;ДФО;5
2023-01-01;1881;3082;Балтийск;эксперт;Сергеев Д.;2023-01;Калининградская обл.;СЗФО;1
2023-02-01;1881;3082;Балтийск;эксперт;Сергеев Д.;2023-02;Калининградская обл.;СЗФО;2
2023-03-01;1881;3082;Балтийск;эксперт;Сергеев Д.;2023-03;Калининградская обл.;СЗФО;3
2023-04-01;1881;3082;Балтийск;эксперт;Сергеев Д.;2023-04;Калининградская обл.;СЗФО;4
2023-05-01;1881;3082;Балтийск;эксперт;Сергеев Д.;2023-05;Калининградская обл.;СЗФО;5
2023-01-01;1882;3083;Румянцево;младший специалист;Бобров Ж.;2023-01;г. Москва;ЦФО;1
2023-02-01;1882;3083;Румянцево;младший специалист;Бобров Ж.;2023-02;г. Москва;ЦФО;2
2023-03-01;1882;3083;Румянцево;младший специалист;Бобров Ж.;2023-03;г. Москва;ЦФО;3
2023-04-01;1882;3083;Румянцево;младший специалист;Бобров Ж.;2023-04;г. Москва;ЦФО;4
2023-05-01;1882;3083;Румянцево;младший специалист;Бобров Ж.;2023-05;г. Москва;ЦФО;5
2023-01-01;1883;3084;Владивосток;главный менеджер;Иванов Д.;2023-01;Приморский край;ДФО;1
2023-02-01;1883;3084;Владивосток;главный менеджер;Иванов Д.;2023-02;Приморский край;ДФО;2
2023-03-01;1883;3084;Владивосток;главный менеджер;Иванов Д.;2023-03;Приморский край;ДФО;3
2023-04-01;1883;3084;Владивосток;главный менеджер;Иванов Д.;2023-04;Приморский край;ДФО;4
2023-05-01;1883;3084;Владивосток;главный менеджер;Иванов Д.;2023-05;Приморский край;ДФО;5
2023-01-01;1884;3085;Биробиджан;старший кассир;Корнеев Н.;2023-01;Еврейская АО;ДФО;1
2023-02-01;1884;3085;Биробиджан;старший кассир;Корнеев Н.;2023-02;Еврейская АО;ДФО;2
2023-03-01;1884;3085;Биробиджан;старший кассир;Корнеев Н.;2023-03;Еврейская АО;ДФО;3
2023-04-01;1884;3085;Биробиджан;старший кассир;Корнеев Н.;2023-04;Еврейская АО;ДФО;4
2023-05-01;1884;3085;Биробиджан;старший кассир;Корнеев Н.;2023-05;Еврейская АО;ДФО;5
2023-01-01;1885;3086;Партизанск;старший кредитный аналитик;Иванов Т.;2023-01;Приморский край;ДФО;1
2023-02-01;1885;3086;Партизанск;старший кредитный аналитик;Иванов Т.;2023-02;Приморский край;ДФО;2
2023-03-01;1885;3086;Партизанск;старший кредитный аналитик;Иванов Т.;2023-03;Приморский край;ДФО;3
2023-04-01;1885;3086;Партизанск;старший кредитный аналитик;Иванов Т.;2023-04;Приморский край;ДФО;4
2023-05-01;1885;3086;Партизанск;старший кредитный аналитик;Иванов Т.;2023-05;Приморский край;ДФО;5
2023-01-01;1886;3087;Завитинск;заместитель управляющего операционным офисом;Петров Н.;2023-01;Амурская обл.;ДФО;1
2023-02-01;1886;3087;Завитинск;заместитель управляющего операционным офисом;Петров Н.;2023-02;Амурская обл.;ДФО;2
2023-03-01;1886;3087;Завитинск;заместитель управляющего операционным офисом;Петров Н.;2023-03;Амурская обл.;ДФО;3
2023-04-01;1886;3087;Завитинск;заместитель управляющего операционным офисом;Петров Н.;2023-04;Амурская обл.;ДФО;4
2023-05-01;1886;3087;Завитинск;заместитель управляющего операционным офисом;Петров Н.;2023-05;Амурская обл.;ДФО;5
2023-01-01;1887;3088;Чусовой;ведущий специалист;Сергеев С.;2023-01;Пермский край;ПФО;1
2023-02-01;1887;3088;Чусовой;ведущий специалист;Сергеев С.;2023-02;Пермский край;ПФО;2
2023-03-01;1887;3088;Чусовой;ведущий специалист;Сергеев С.;2023-03;Пермский край;ПФО;3
2023-04-01;1887;3088;Чусовой;ведущий специалист;Сергеев С.;2023-04;Пермский край;ПФО;4
2023-05-01;1887;3088;Чусовой;ведущий специалист;Сергеев С.;2023-05;Пермский край;ПФО;5
2023-01-01;1888;3089;Надым;начальник отдела;Корнеев К.;2023-01;Ямало-Ненецкий АО;УФО;1
2023-02-01;1888;3089;Надым;начальник отдела;Корнеев К.;2023-02;Ямало-Ненецкий АО;УФО;2
2023-03-01;1888;3089;Надым;начальник отдела;Корнеев К.;2023-03;Ямало-Ненецкий АО;УФО;3
2023-04-01;1888;3089;Надым;начальник отдела;Корнеев К.;2023-04;Ямало-Ненецкий АО;УФО;4
2023-05-01;1888;3089;Надым;начальник отдела;Корнеев К.;2023-05;Ямало-Ненецкий АО;УФО;5
2023-01-01;1889;3090;Усолье-Сибирское;эксперт;Петров Р.;2023-01;Иркутская обл.;СФО;1
2023-02-01;1889;3090;Усолье-Сибирское;эксперт;Петров Р.;2023-02;Иркутская обл.;СФО;2
2023-03-01;1889;3090;Усолье-Сибирское;эксперт;Петров Р.;2023-03;Иркутская обл.;СФО;3
2023-04-01;1889;3090;Усолье-Сибирское;эксперт;Петров Р.;2023-04;Иркутская обл.;СФО;4
2023-05-01;1889;3090;Усолье-Сибирское;эксперт;Петров Р.;2023-05;Иркутская обл.;СФО;5
2023-01-01;1890;3091;Татарск;управляющий операционным офисом;Сергеев О.;2023-01;Новосибирская обл.;СФО;1
2023-02-01;1890;3091;Татарск;управляющий операционным офисом;Сергеев О.;2023-02;Новосибирская обл.;СФО;2
2023-03-01;1890;3091;Татарск;управляющий операционным офисом;Сергеев О.;2023-03;Новосибирская обл.;СФО;3
2023-04-01;1890;3091;Татарск;управляющий операционным офисом;Сергеев О.;2023-04;Новосибирская обл.;СФО;4
2023-05-01;1890;3091;Татарск;управляющий операционным офисом;Сергеев О.;2023-05;Новосибирская обл.;СФО;5
2023-01-01;1891;3092;Кунгур;эксперт по работе с партнерами;Сергеев Н.;2023-01;Пермский край;ПФО;1
2023-02-01;1891;3092;Кунгур;эксперт по работе с партнерами;Сергеев Н.;2023-02;Пермский край;ПФО;2
2023-03-01;1891;3092;Кунгур;эксперт по работе с партнерами;Сергеев Н.;2023-03;Пермский край;ПФО;3
2023-04-01;1891;3092;Кунгур;эксперт по работе с партнерами;Сергеев Н.;2023-04;Пермский край;ПФО;4
2023-05-01;1891;3092;Кунгур;управляющий операционным офисом;Сергеев Н.;2023-05;Пермский край;ПФО;5
2023-01-01;1892;3093;Балаково;директор;Петров З.;2023-01;Саратовская обл.;ПФО;1
2023-02-01;1892;3093;Балаково;директор;Петров З.;2023-02;Саратовская обл.;ПФО;2
2023-03-01;1892;3093;Балаково;директор;Петров З.;2023-03;Саратовская обл.;ПФО;3
2023-04-01;1892;3093;Балаково;директор;Петров З.;2023-04;Саратовская обл.;ПФО;4
2023-05-01;1892;3093;Балаково;управляющий операционным офисом;Петров З.;2023-05;Саратовская обл.;ПФО;5
2023-01-01;1893;3094;Надым;управляющий директор;Бобров Е.;2023-01;Ямало-Ненецкий АО;УФО;1
2023-02-01;1893;3094;Надым;управляющий директор;Бобров Е.;2023-02;Ямало-Ненецкий АО;УФО;2
2023-03-01;1893;3094;Надым;управляющий директор;Бобров Е.;2023-03;Ямало-Ненецкий АО;УФО;3
2023-04-01;1893;3094;Надым;управляющий директор;Бобров Е.;2023-04;Ямало-Ненецкий АО;УФО;4
2023-05-01;1893;3094;Надым;управляющий операционным офисом;Бобров Е.;2023-05;Ямало-Ненецкий АО;УФО;5
2023-01-01;1894;3095;Валуйки;главный менеджер по привлечению корпоративных клиентов;Иванов Н.;2023-01;Белгородская обл.;ЦФО;1
2023-02-01;1894;3095;Валуйки;главный менеджер по привлечению корпоративных клиентов;Иванов Н.;2023-02;Белгородская обл.;ЦФО;2
2023-03-01;1894;3095;Валуйки;главный менеджер по привлечению корпоративных клиентов;Иванов Н.;2023-03;Белгородская обл.;ЦФО;3
2023-04-01;1894;3095;Валуйки;главный менеджер по привлечению корпоративных клиентов;Иванов Н.;2023-04;Белгородская обл.;ЦФО;4
2023-05-01;1894;3095;Валуйки;управляющий операционным офисом;Иванов Н.;2023-05;Белгородская обл.;ЦФО;5
2023-01-01;1895;3096;Асбест;главный менеджер эквайринга;Петров О.;2023-01;Свердловская обл.;УФО;1
2023-02-01;1895;3096;Асбест;главный менеджер эквайринга;Петров О.;2023-02;Свердловская обл.;УФО;2
2023-03-01;1895;3096;Асбест;главный менеджер эквайринга;Петров О.;2023-03;Свердловская обл.;УФО;3
2023-04-01;1895;3096;Асбест;главный менеджер эквайринга;Петров О.;2023-04;Свердловская обл.;УФО;4
2023-05-01;1895;3096;Асбест;управляющий операционным офисом;Петров О.;2023-05;Свердловская обл.;УФО;5
2023-01-01;1896;3097;Сегежа;начальник отдела;Бобров Ж.;2023-01;Респ. Карелия;СЗФО;1
2023-02-01;1896;3097;Сегежа;начальник отдела;Бобров Ж.;2023-02;Респ. Карелия;СЗФО;2
2023-03-01;1896;3097;Сегежа;начальник отдела;Бобров Ж.;2023-03;Респ. Карелия;СЗФО;3
2023-04-01;1896;3097;Сегежа;начальник отдела;Бобров Ж.;2023-04;Респ. Карелия;СЗФО;4
2023-05-01;1896;3097;Сегежа;управляющий операционным офисом;Бобров Ж.;2023-05;Респ. Карелия;СЗФО;5
2023-01-01;1897;3098;Нижний Тагил;главный менеджер счета;Иванов Д.;2023-01;Свердловская обл.;УФО;1
2023-02-01;1897;3098;Нижний Тагил;главный менеджер счета;Иванов Д.;2023-02;Свердловская обл.;УФО;2
2023-03-01;1897;3098;Нижний Тагил;главный менеджер счета;Иванов Д.;2023-03;Свердловская обл.;УФО;3
2023-04-01;1897;3098;Нижний Тагил;главный менеджер счета;Иванов Д.;2023-04;Свердловская обл.;УФО;4
2023-05-01;1897;3098;Нижний Тагил;управляющий операционным офисом;Иванов Д.;2023-05;Свердловская обл.;УФО;5
2023-01-01;1898;3099;Пенза;главный кредитный аналитик;Иванов И.;2023-01;Пензенская обл.;ПФО;1
2023-02-01;1898;3099;Пенза;главный кредитный аналитик;Иванов И.;2023-02;Пензенская обл.;ПФО;2
2023-03-01;1898;3099;Пенза;главный кредитный аналитик;Иванов И.;2023-03;Пензенская обл.;ПФО;3
2023-04-01;1898;3099;Пенза;главный кредитный аналитик;Иванов И.;2023-04;Пензенская обл.;ПФО;4
2023-05-01;1898;3099;Пенза;управляющий операционным офисом;Иванов И.;2023-05;Пензенская обл.;ПФО;5
2023-01-01;1899;3100;Волхов;старший кредитный аналитик;Иванов Р.;2023-01;Ленинградская обл.;СЗФО;1
2023-02-01;1899;3100;Волхов;старший кредитный аналитик;Иванов Р.;2023-02;Ленинградская обл.;СЗФО;2
2023-03-01;1899;3100;Волхов;старший кредитный аналитик;Иванов Р.;2023-03;Ленинградская обл.;СЗФО;3
2023-04-01;1899;3100;Волхов;старший кредитный аналитик;Иванов Р.;2023-04;Ленинградская обл.;СЗФО;4
2023-05-01;1899;3100;Волхов;управляющий операционным офисом;Иванов Р.;2023-05;Ленинградская обл.;СЗФО;5
2023-01-01;1900;3101;Артем;младший специалист;Сергеев П.;2023-01;Приморский край;ДФО;1
2023-02-01;1900;3101;Артем;младший специалист;Сергеев П.;2023-02;Приморский край;ДФО;2
2023-03-01;1900;3101;Артем;младший специалист;Сергеев П.;2023-03;Приморский край;ДФО;3
2023-04-01;1900;3101;Артем;младший специалист;Сергеев П.;2023-04;Приморский край;ДФО;4
2023-05-01;1900;3101;Артем;управляющий операционным офисом;Сергеев П.;2023-05;Приморский край;ДФО;5
2023-01-01;1901;3102;Грозный;главный менеджер;Бобров Ж.;2023-01;Респ. Чеченская;СКФО;1
2023-02-01;1901;3102;Грозный;главный менеджер;Бобров Ж.;2023-02;Респ. Чеченская;СКФО;2
